DATE,DATE_WEEK,DATE_MON,PGM_CODE,PGM_NAME,STIME,schedule_title,guestname,daily_corner,weekly_corner,dau_today,dau_pw,dau_wow,dau_yday,wau_today,wau_pw,mau_today,mau_pw,new_today,new_pw,new_wow,new_pct,react_today,react_pw,react_wow,react_pct,react_rate,react_rate_pw,react_rate_diff,churn_rate,churn_rate_pw,churn_diff,dau_1min,dau_10min,deep_rate,deep_rate_pw,deep_rate_diff,d1_ret,d1_ret_pw,d1_diff,d7_ret,d7_ret_pw,d7_diff,new_d1_ret,new_d1_ret_pw,new_d1_diff,new_d7_ret,new_d7_ret_pw,new_d7_diff,engage_rate,engage_rate_pw,engage_diff,habit_rate,habit_rate_pw,habit_diff,dau_week,dau_week_pw,dau_week_wow,new_week,new_week_pw,new_week_wow,new_week_pct,react_week,react_week_pw,react_week_wow,react_week_pct,react_rate_week,react_rate_week_pw,react_rate_week_diff,churn_week,churn_week_pw,churn_week_diff,wau_1min,wau_10min,deep_rate_week,deep_rate_week_pw,deep_rate_week_diff,w1_ret,w1_ret_pw,w1_diff,new_w1_ret,new_w1_ret_pw,new_w1_diff,engage_week,engage_week_pw,engage_week_diff,habit_week,habit_week_pw,habit_week_diff,dau_mon,dau_mon_pw,dau_mon_wow,new_mon,new_mon_pw,new_mon_wow,new_mon_pct,react_mon,react_mon_pw,react_mon_wow,react_mon_pct,react_rate_mon,react_rate_mon_pw,react_rate_mon_diff,churn_mon,churn_mon_pw,churn_mon_diff,mau_1min,mau_10min,deep_rate_mon,deep_rate_mon_pw,deep_rate_mon_diff,m1_ret,m1_ret_pw,m1_diff,new_m1_ret,new_m1_ret_pw,new_m1_diff,engage_mon,engage_mon_pw,engage_mon_diff,habit_mon,habit_mon_pw,habit_mon_diff,dau_week_avg,dau_mon_avg,wau_mon_avg
2026/04/01,2026/03/23,2026/03/01,F01,딘딘의 뮤직하이,2300,,,,,7485,7612,-1.7,6909,22908,23158,63450,64091,278,206,35.0,3.7,1043,1203,-13.3,13.9,0,0,0.0,9.2,8.8,0.4,5697,4775,83.8,84.3,-0.5,40.03,44.54,-4.5,35.06,38.91,-3.8,8.53,13.47,-4.9,6.80,4.15,2.6,1.5,2.1,-0.6,,,,23060,23033,0.1,1353,1484,-8.8,5.9,707,633,11.7,3.1,0,0,0.0,17.3,,,18232,15058,82.6,82.9,-0.3,44.51,44.69,-0.2,1.35,0.65,0.7,1.8,1.3,0.5,,,,64552,,,7041,,,10.9,,,,,,,,,,,48070,38625,80.4,,,59.64,,,0.88,,,1.7,,,0.1,,,7018,6949,22939
2026/04/01,2026/03/23,2026/03/01,F02,애프터 클럽,0100,,,,,3525,4072,-13.4,4093,13085,12779,35826,36724,91,87,4.6,2.6,193,343,-43.7,5.5,0,0,0.0,23.2,18.7,4.5,2843,2399,84.4,85.7,-1.3,36.75,44.01,-7.3,32.12,37.99,-5.9,11.43,5.21,6.2,2.30,2.35,-0.1,1.1,0.5,0.6,,,,12758,12814,-0.4,595,684,-13.0,4.7,633,572,10.7,5.0,0,0,0.0,17.4,,,9928,8451,85.1,85.2,-0.1,43.77,44.02,-0.2,0.44,0.54,-0.1,1.1,0.9,0.2,,,,36981,,,3056,,,8.3,,,,,,,,,,,27114,22428,82.7,,,58.60,,,0.64,,,1.0,,,0.0,,,3856,3848,12777
2026/04/01,2026/03/23,2026/03/01,F03,파워 스테이션,0300,,,,,3263,3832,-14.8,2822,10670,10851,29633,30110,65,50,30.0,2.0,272,444,-38.7,8.3,0,0,0.0,19.1,16.9,2.2,2748,2276,82.8,84.1,-1.3,40.26,47.22,-7.0,36.04,43.47,-7.4,8.97,6.17,2.8,2.00,1.16,0.8,0.4,0.4,0.0,,,,11135,10939,1.8,454,577,-21.3,4.1,515,407,26.5,4.6,0,0,0.0,15.1,,,8915,7522,84.4,83.7,0.7,45.24,45.18,0.1,0.87,0.63,0.2,0.6,0.5,0.1,,,,30312,,,2200,,,7.3,,,,,,,,,,,22830,18823,82.4,,,59.80,,,0.62,,,0.6,,,0.0,,,3460,3329,10865
2026/04/01,2026/03/23,2026/03/01,F04,이인권의 펀펀투데이,0500,,,,,17743,18716,-5.2,17217,41303,41333,88784,87494,264,153,72.5,1.5,1560,2024,-22.9,8.8,0,0,0.0,13.8,13.6,0.2,15154,11291,74.5,74.1,0.4,60.95,61.98,-1.0,54.78,59.08,-4.3,27.65,29.20,-1.6,22.22,17.79,4.4,1.4,1.1,0.3,,,,42498,41868,1.5,918,1080,-15.0,2.2,1783,1459,22.2,4.2,0,0,0.0,10.3,,,34967,27506,78.7,78.7,0.0,61.60,62.01,-0.4,3.52,3.43,0.1,1.2,1.2,0.0,,,,89279,,,4664,,,5.2,,,,,,,,,,,70725,53519,75.7,,,74.33,,,4.08,,,1.5,,,0.0,,,15978,15193,41305
2026/04/01,2026/03/23,2026/03/01,F05,김영철의 파워FM,0700,,,,,58990,62409,-5.5,59682,117213,116451,218293,217575,881,443,98.9,1.5,6273,8518,-26.4,10.6,0,0,0.0,17.3,15.5,1.8,53682,45371,84.5,85.6,-1.1,68.90,71.48,-2.6,64.55,68.45,-3.9,33.67,23.01,10.7,15.35,14.23,1.1,1.5,1.5,0.0,,,,119079,119877,-0.7,3000,3176,-5.5,2.5,7071,6411,10.3,5.9,0,0,0.0,13.8,,,105713,92041,87.1,86.6,0.5,69.79,71.27,-1.5,2.14,2.27,-0.1,2.3,2.4,-0.1,,,,220061,,,15015,,,6.8,,,,,,,,,,,187479,156332,83.4,,,79.72,,,3.52,,,3.3,,,0.1,,,50735,48068,117087
2026/04/01,2026/03/23,2026/03/01,F06,아름다운 이 아침 봉태규입니다,0900,,,,,38914,43340,-10.2,41765,103254,103046,213535,216133,736,443,66.1,1.9,4702,6751,-30.4,12.1,0,0,0.0,20.6,18.0,2.6,35145,30629,87.2,87.1,0.1,56.83,61.57,-4.7,53.17,54.81,-1.6,21.30,18.59,2.7,7.00,7.22,-0.2,1.2,1.1,0.1,,,,101600,104737,-3.0,2873,3395,-15.4,2.8,6452,6209,3.9,6.4,0,0,0.0,15.2,,,88412,76708,86.8,85.8,1.0,61.52,63.93,-2.4,0.44,0.86,-0.4,1.4,1.6,-0.2,,,,218497,,,15309,,,7.0,,,,,,,,,,,183117,155244,84.8,,,76.73,,,1.69,,,1.9,,,0.1,,,38007,37156,103461
2026/04/01,2026/03/23,2026/03/01,F07,박하선의 씨네타운,1100,,,,,27560,29587,-6.9,28127,73501,73074,161534,164009,543,305,78.0,2.0,3174,4426,-28.3,11.5,0,0,0.0,19.4,16.7,2.7,25116,22059,87.8,86.7,1.1,56.80,58.97,-2.2,53.47,56.81,-3.3,19.29,15.06,4.2,6.23,11.08,-4.8,0.3,0.3,0.0,,,,72025,72241,-0.3,1968,2219,-11.3,2.7,4118,3655,12.7,5.7,0,0,0.0,13.1,,,62662,53312,85.1,85.0,0.1,58.90,59.66,-0.8,0.27,0.18,0.1,0.8,0.8,0.0,,,,166013,,,10397,,,6.3,,,,,,,,,,,139172,115380,82.9,,,72.48,,,1.05,,,1.0,,,0.1,,,25508,24953,72603
2026/04/01,2026/03/23,2026/03/01,F08,12시엔 주현영,1200,,,,,34829,36788,-5.3,35224,91824,91658,206128,208201,1018,476,113.9,2.9,4571,6038,-24.3,13.1,0,0,0.0,21.9,18.7,3.2,30387,25859,85.1,85.7,-0.6,54.81,57.45,-2.6,51.97,54.7,-2.7,18.18,18.93,-0.7,10.08,9.86,0.2,0.8,0.9,-0.1,,,,91506,91775,-0.3,3315,3552,-6.7,3.6,6068,5296,14.6,6.6,0,0,0.0,15.4,,,76523,63564,83.1,82.9,0.2,58.07,57.96,0.1,0.62,0.72,-0.1,1.0,1.0,0.0,,,,211013,,,17086,,,8.1,,,,,,,,,,,171951,138922,80.8,,,73.17,,,1.40,,,1.3,,,0.1,,,31619,30925,91526
2026/04/01,2026/03/23,2026/03/01,F09,두시탈출 컬투쇼,1400,,,,,44625,43981,1.5,43472,108824,109159,238908,240715,1570,675,132.6,3.5,7428,8294,-10.4,16.6,0,0,0.0,24.5,22.7,1.8,40915,36251,88.6,90.6,-2.0,56.26,57.39,-1.1,54.47,55.77,-1.3,20.69,16.15,4.5,10.37,11.81,-1.4,1.2,0.9,0.3,,,,108456,109147,-0.6,4618,4995,-7.5,4.3,9098,8118,12.1,8.4,0,0,0.0,18.8,,,97180,85949,88.4,88.3,0.1,60.00,58.98,1.0,0.76,0.75,0.0,1.6,1.6,0.0,,,,243807,,,24501,,,10.0,,,,,,,,,,,211745,183454,86.6,,,75.04,,,1.45,,,2.2,,,0.1,,,38245,37460,108613
2026/04/01,2026/03/23,2026/03/01,F10,황제파워,1600,,,,,40033,40919,-2.2,39074,96200,96791,207394,209014,1005,540,86.1,2.5,5465,6704,-18.5,13.7,0,0,0.0,20.8,18.3,2.5,35769,30591,85.5,85.8,-0.3,55.49,57.51,-2.0,52.49,54.98,-2.5,19.45,16.05,3.4,10.00,9.35,0.7,2.1,1.7,0.4,,,,97517,98010,-0.5,3314,3616,-8.4,3.4,5950,5276,12.8,6.1,0,0,0.0,14.5,,,85550,72988,85.3,85.5,-0.2,61.07,61.09,0.0,0.72,0.58,0.1,2.1,2.1,0.0,,,,210984,,,17346,,,8.2,,,,,,,,,,,178817,150177,84.0,,,74.77,,,0.80,,,2.6,,,0.1,,,34323,33476,96822
2026/04/01,2026/03/23,2026/03/01,F11,박소현의 러브게임,1800,,,,,27635,30655,-9.9,28558,74271,74463,164392,165205,676,388,74.2,2.4,4088,5504,-25.7,14.8,0,0,0.0,21.7,18.9,2.8,24403,19581,80.2,81.5,-1.3,46.87,51.04,-4.2,43.64,49.45,-5.8,21.01,11.24,9.8,9.79,7.82,2.0,1.2,1.0,0.2,,,,76801,75852,1.3,2488,2666,-6.7,3.2,4185,3514,19.1,5.4,0,0,0.0,13.7,,,66254,55334,83.5,84.0,-0.5,59.89,59.30,0.6,0.68,0.56,0.1,1.3,1.4,-0.1,,,,166988,,,12870,,,7.7,,,,,,,,,,,139445,114918,82.4,,,74.18,,,1.21,,,1.8,,,0.1,,,25428,24602,75005
2026/04/01,2026/03/23,2026/03/01,F12,웬디의 영스트리트,2000,,,,,13027,15037,-13.4,13262,45118,44511,118952,119894,506,338,49.7,3.9,2134,2812,-24.1,16.4,0,0,0.0,23.1,21.1,2.0,10292,7867,76.4,77.1,-0.7,35.51,40.51,-5.0,30.69,37.76,-7.1,13.37,7.93,5.4,6.80,4.09,2.7,1.5,1.1,0.4,,,,45906,45026,2.0,2243,2311,-2.9,4.9,2569,2096,22.6,5.6,0,0,0.0,15.5,,,35603,27925,78.4,78.3,0.1,47.68,46.39,1.3,0.82,0.56,0.3,1.4,1.2,0.2,,,,122293,,,13060,,,10.7,,,,,,,,,,,91012,70249,77.2,,,65.19,,,1.16,,,1.7,,,0.1,,,13171,12834,44914
2026/04/01,2026/03/23,2026/03/01,F13,배성재의 텐,2200,,,,,7620,7883,-3.3,6871,23980,24311,67757,67940,236,172,37.2,3.1,1155,1359,-15.0,15.2,0,0,0.0,19.5,17.6,1.9,5526,4254,77.0,80.9,-3.9,36.02,40.42,-4.4,30.47,35.73,-5.3,12.77,10.26,2.5,10.47,6.56,3.9,1.0,0.5,0.5,,,,24787,24156,2.6,1226,1236,-0.8,4.9,1215,1060,14.6,4.9,0,0,0.0,15.8,,,19675,15611,79.3,79.2,0.1,43.32,42.93,0.4,1.21,0.69,0.5,1.3,1.1,0.2,,,,68560,,,6049,,,8.8,,,,,,,,,,,51606,39752,77.0,,,59.60,,,1.01,,,1.4,,,0.1,,,7086,6781,24261
2026/04/01,2026/03/23,2026/03/01,G00,,,,,,,26754,27733,-3.5,27281,77744,76216,192831,192347,1195,808,47.9,4.5,4415,5798,-23.9,16.5,0,0,0.0,28.0,26.1,1.9,16893,13807,81.7,81.2,0.5,46.78,49.67,-2.9,42.73,45.78,-3.1,17.13,13.19,3.9,5.07,6.03,-1.0,0.3,0.2,0.1,,,,77689,76962,0.9,5866,6159,-4.8,7.6,6555,5655,15.9,8.4,0,0,0.0,21.4,,,44144,35216,79.8,79.2,0.6,51.23,50.92,0.3,1.69,1.76,-0.1,0.3,0.3,0.0,,,,195873,,,28223,,,14.4,,,,,,,,,,,99523,75516,75.9,,,66.86,,,2.61,,,0.4,,,0.1,,,25187,24317,76539
2026/04/01,2026/03/23,2026/03/01,L00,,,,,,,116770,110671,5.5,114627,246535,234852,457400,453939,4544,2143,112.0,3.9,21216,25359,-16.3,18.2,0,0,0.0,28.3,26.9,1.4,73112,60584,82.9,85.1,-2.2,63.06,63.48,-0.4,60.00,59.95,0.0,27.61,21.39,6.2,12.51,11.89,0.6,2.6,1.6,1.0,,,,237268,236293,0.4,14854,15341,-3.2,6.3,28161,24458,15.1,11.9,0,0,0.0,24.9,,,146264,119406,81.6,81.7,-0.1,68.13,67.48,0.6,4.42,3.92,0.5,2.3,2.0,0.3,,,,463475,,,71514,,,15.4,,,,,,,,,,,284316,217387,76.5,,,80.67,,,6.79,,,2.8,,,0.3,,,98886,96545,235810
2026/04/01,2026/03/23,2026/03/01,L01,YESTERDAY 20,0000,,,,,6048,5666,6.7,5748,18463,18349,48827,49224,136,76,78.9,2.2,192,224,-14.3,3.2,0,0,0.0,23.4,20.2,3.2,4440,3471,78.2,82.5,-4.3,40.59,42.7,-2.1,36.48,36.38,0.1,14.47,3.09,11.4,10.53,2.42,8.1,3.9,1.4,2.5,,,,17801,18073,-1.5,630,723,-12.9,3.5,1004,981,2.3,5.6,0,0,0.0,17.1,,,12629,10086,79.9,80.8,-0.9,46.82,46.62,0.2,2.35,1.97,0.4,1.9,1.5,0.4,,,,49849,,,3233,,,6.5,,,,,,,,,,,33104,25593,77.3,,,62.79,,,2.92,,,1.7,,,0.0,,,5502,5561,18167
2026/04/01,2026/03/23,2026/03/01,L02,Love20(재),0200,,,,,3431,3887,-11.7,3320,11663,11735,31562,32281,75,47,59.6,2.2,308,517,-40.4,9.0,0,0,0.0,23.4,19.9,3.5,2856,2502,87.6,88.2,-0.6,36.60,44.3,-7.7,32.67,36.87,-4.2,7.78,3.95,3.8,4.26,2.82,1.4,2.1,0.5,1.6,,,,11499,11625,-1.1,377,515,-26.8,3.3,695,556,25.0,6.0,0,0,0.0,16.9,,,9030,7810,86.5,86.5,0.0,45.56,45.24,0.3,1.75,1.45,0.3,1.1,0.9,0.2,,,,32345,,,2077,,,6.4,,,,,,,,,,,24119,20336,84.3,,,61.50,,,1.27,,,1.2,,,0.0,,,3526,3513,11708
2026/04/01,2026/03/23,2026/03/01,L03,OLDIES 20(재),0400,,,,,8209,8454,-2.9,7362,21888,21724,51831,51574,123,63,95.2,1.5,884,1087,-18.7,10.8,0,0,0.0,16.8,15.1,1.7,5407,3531,65.3,65.3,0.0,47.30,50.43,-3.1,42.43,45.93,-3.5,19.26,17.24,2.0,4.76,7.14,-2.4,0.9,0.3,0.6,,,,22316,21940,1.7,435,476,-8.6,1.9,1056,770,37.1,4.7,0,0,0.0,11.5,,,15067,10718,71.1,71.5,-0.4,54.94,54.28,0.7,1.89,2.11,-0.2,0.5,0.5,0.0,,,,52374,,,2320,,,4.4,,,,,,,,,,,35067,24731,70.5,,,70.45,,,2.00,,,0.7,,,0.1,,,7148,6942,21749
2026/04/01,2026/03/23,2026/03/01,L04,,,,,,,0,0,,0,0,0,0,0,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,0,0,,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,,,,0,,,0,,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,0,0
2026/04/01,2026/03/23,2026/03/01,L05,고현준의 뉴스 브리핑,0600,,,,,21463,20920,2.6,20799,37499,36452,72746,70491,228,102,123.5,1.1,1886,2177,-13.4,8.8,0,0,0.0,13.1,12.5,0.6,17613,14781,83.9,84.9,-1.0,66.80,68.07,-1.3,63.21,65.59,-2.4,23.40,22.77,0.6,8.82,11.02,-2.2,0.6,0.5,0.1,,,,39122,38482,1.7,524,501,4.6,1.3,1124,930,20.9,2.9,0,0,0.0,8.7,,,30356,26262,86.5,86.3,0.2,68.22,68.12,0.1,1.20,0.79,0.4,0.6,0.7,-0.1,,,,71984,,,2950,,,4.1,,,,,,,,,,,51479,41678,81.0,,,80.18,,,2.58,,,1.1,,,0.1,,,14875,14151,36859
2026/04/01,2026/03/23,2026/03/01,L06,김태현의 정치쇼,0700,,,,,40691,38930,4.5,40124,80256,76843,162561,158515,688,307,124.1,1.7,4823,5726,-15.8,11.9,0,0,0.0,18.0,17.1,0.9,24138,17895,74.1,75.9,-1.8,57.23,58.91,-1.7,54.22,56.11,-1.9,19.54,17.95,1.6,9.45,9.67,-0.2,0.7,0.4,0.3,,,,83554,83622,-0.1,1716,1702,0.8,2.1,3463,3071,12.8,4.1,0,0,0.0,12.5,,,47586,35767,75.2,75.2,0.0,64.41,65.53,-1.1,2.23,1.75,0.5,0.7,0.7,0.0,,,,161569,,,8973,,,5.6,,,,,,,,,,,87805,59604,67.9,,,78.39,,,3.35,,,1.0,,,0.0,,,27740,26537,78586
2026/04/01,2026/03/23,2026/03/01,L07,이숙영의 러브FM,0900,,,,,25666,25833,-0.6,25872,58441,56704,135825,137322,614,287,113.9,2.4,3726,4613,-19.2,14.5,0,0,0.0,22.0,20.4,1.6,18690,14867,79.5,80.1,-0.6,49.26,51.62,-2.4,46.97,46.8,0.2,17.64,10.85,6.8,8.36,4.23,4.1,1.5,1.0,0.5,,,,62705,63617,-1.4,1535,1700,-9.7,2.4,2549,2473,3.1,4.1,0,0,0.0,14.2,,,42460,33115,78.0,77.9,0.1,56.20,57.10,-0.9,0.94,0.95,0.0,1.3,1.3,0.0,,,,137612,,,7888,,,5.7,,,,,,,,,,,86063,62652,72.8,,,72.16,,,1.24,,,1.6,,,0.0,,,18524,18040,58693
2026/04/01,2026/03/23,2026/03/01,L08,박연미의 목돈연구소,1100,,,,,17649,18050,-2.2,17489,53518,49737,122912,121566,408,176,131.8,2.3,2491,3188,-21.9,14.1,0,0,0.0,21.1,19.1,2.0,14436,12121,84.0,84.4,-0.4,48.40,50.71,-2.3,46.74,48.06,-1.3,14.77,8.67,6.1,6.25,5.00,1.3,0.9,0.6,0.3,,,,49327,49034,0.6,1211,1386,-12.6,2.5,2867,2456,16.7,5.8,0,0,0.0,13.3,,,36124,29432,81.5,81.7,-0.2,53.69,53.42,0.3,0.43,0.44,0.0,0.9,0.9,0.0,,,,126043,,,7134,,,5.7,,,,,,,,,,,81299,62359,76.7,,,68.52,,,1.25,,,1.1,,,0.0,,,15643,15346,49622
2026/04/01,2026/03/23,2026/03/01,L09,유민상의 배고픈 라디오,1200,,,,,22905,22079,3.7,22198,69392,66677,166010,164707,787,310,153.9,3.4,3606,4292,-16.0,15.7,0,0,0.0,23.9,22.2,1.7,15934,12041,75.6,76.1,-0.5,42.91,44.05,-1.1,41.36,41.74,-0.4,13.61,11.01,2.6,5.81,5.15,0.7,3.1,2.3,0.8,,,,66693,66464,0.3,2231,2539,-12.1,3.3,4375,3874,12.9,6.6,0,0,0.0,16.1,,,43378,33249,76.6,76.2,0.4,51.32,51.32,0.0,0.83,1.27,-0.4,2.1,2.0,0.1,,,,169514,,,12549,,,7.4,,,,,,,,,,,104109,76085,73.1,,,69.40,,,2.06,,,2.2,,,0.0,,,19687,19256,66459
2026/04/01,2026/03/23,2026/03/01,L10,그대의 오후 정엽입니다,1400,,,,,21202,19495,8.8,19916,67391,65732,173149,172211,943,364,159.1,4.4,3940,4345,-9.3,18.6,0,0,0.0,27.4,26.5,0.9,12480,9500,76.1,78.0,-1.9,37.41,37.32,0.1,35.91,36.02,-0.1,9.52,8.98,0.5,5.22,8.09,-2.9,1.4,0.8,0.6,,,,65903,65252,1.0,2731,2953,-7.5,4.1,5180,4400,17.7,7.9,0,0,0.0,18.6,,,36711,27158,74.0,74.1,-0.1,47.52,46.29,1.2,0.88,0.74,0.1,1.0,0.8,0.2,,,,176544,,,15276,,,8.7,,,,,,,,,,,95757,67379,70.4,,,67.06,,,2.00,,,1.1,,,0.0,,,17973,17592,65476
2026/04/01,2026/03/23,2026/03/01,L11,인생은 오디션,1600,,,,,12097,11297,7.1,11027,29531,29200,85693,85492,416,156,166.7,3.4,1869,2077,-10.0,15.5,0,0,0.0,21.6,20.4,1.2,7411,4964,67.0,76.6,-9.6,36.39,37.81,-1.4,34.17,35.64,-1.5,10.41,5.78,4.6,7.69,4.97,2.7,2.4,1.4,1.0,,,,33242,33287,-0.1,848,949,-10.6,2.6,1165,1088,7.1,3.5,0,0,0.0,13.3,,,20279,14909,73.5,73.6,-0.1,43.60,43.69,-0.1,0.63,0.68,-0.1,1.2,1.0,0.2,,,,85670,,,4871,,,5.7,,,,,,,,,,,48940,33953,69.4,,,62.14,,,1.02,,,1.3,,,0.0,,,7918,7703,30271
2026/04/01,2026/03/23,2026/03/01,L12,6시 저녁바람 김창완입니다,1800,,,,,16427,16204,1.4,16373,51634,50164,130157,128713,525,297,76.8,3.2,2820,3382,-16.6,17.2,0,0,0.0,24.2,22.4,1.8,10031,7130,71.1,71.4,-0.3,34.54,35.78,-1.2,33.07,34.58,-1.5,13.88,7.28,6.6,5.05,4.59,0.5,2.1,1.4,0.7,,,,51769,51185,1.1,1896,1830,3.6,3.7,3025,2577,17.4,5.8,0,0,0.0,14.8,,,30827,21970,71.3,71.3,0.0,49.31,48.98,0.3,1.80,1.55,0.3,1.3,1.1,0.2,,,,131781,,,9419,,,7.1,,,,,,,,,,,77857,53225,68.4,,,68.42,,,2.31,,,1.5,,,0.0,,,14217,13813,50607
2026/04/01,2026/03/23,2026/03/01,L13,편상욱의 뉴스직격,1700,,,,,10888,10971,-0.8,11025,29783,29255,84132,83116,294,145,102.8,2.7,1652,1956,-15.5,15.2,0,0,0.0,21.6,19.1,2.5,6391,4404,68.9,72.3,-3.4,31.99,35.82,-3.8,30.85,33.13,-2.3,7.03,3.01,4.0,4.14,4.24,-0.1,1.2,0.5,0.7,,,,33309,33455,-0.4,768,808,-5.0,2.3,1092,972,12.3,3.3,0,0,0.0,12.3,,,18568,12741,68.6,67.9,0.7,44.52,44.66,-0.1,1.36,1.00,0.4,0.6,0.6,0.0,,,,83895,,,4218,,,5.0,,,,,,,,,,,44673,28587,64.0,,,63.80,,,1.05,,,0.8,,,0.0,,,7792,7599,30382
2026/04/01,2026/03/23,2026/03/01,L14,김윤상의 뮤직투나잇,2000,,,,,10913,10935,-0.2,10624,37404,35564,103196,102617,409,263,55.5,3.7,1813,2252,-19.5,16.6,0,0,0.0,23.6,22.5,1.1,7216,5122,71.0,71.8,-0.8,32.71,34,-1.3,29.43,31.02,-1.6,13.78,7.62,6.2,4.94,3.06,1.9,2.7,1.6,1.1,,,,36925,35979,2.6,1741,1700,2.4,4.7,2154,1727,24.7,5.8,0,0,0.0,16.6,,,23006,16444,71.5,70.8,0.7,42.60,41.47,1.1,1.53,1.37,0.2,1.8,1.5,0.3,,,,105605,,,9923,,,9.4,,,,,,,,,,,61803,41842,67.7,,,62.25,,,2.48,,,1.7,,,0.1,,,9869,9666,36121
2026/04/01,2026/03/23,2026/03/01,L15,음악이 흐르는 밤 박은경입니다,2200,,,,,11028,9437,16.9,10817,31075,29819,80687,79643,419,244,71.7,3.8,1685,1847,-8.8,15.3,0,0,0.0,18.6,18.7,-0.1,7949,5813,73.1,80.6,-7.5,42.63,40.61,2.0,38.97,37.45,1.5,13.24,13.27,0.0,7.38,4.26,3.1,4.9,1.8,3.1,,,,29980,29667,1.1,1600,1523,5.1,5.3,1668,1482,12.6,5.6,0,0,0.0,17.7,,,19843,15423,77.7,77.6,0.1,46.38,46.00,0.4,2.17,2.01,0.2,2.2,1.8,0.4,,,,81588,,,7702,,,9.4,,,,,,,,,,,49574,36097,72.8,,,62.80,,,2.26,,,2.3,,,0.1,,,9079,8970,29692
2026/04/01,2026/03/23,2026/03/01,M05,김선재의 책하고놀자,0600,,,,,0,0,,0,11224,10394,26829,26243,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,7598,7077,7.4,148,148,0.0,1.9,539,418,28.9,7.1,0,0,0.0,7.7,,,4971,3608,72.6,71.9,0.7,34.55,34.91,-0.4,0.68,0.68,0.0,0.8,0.5,0.3,,,,28566,,,705,,,2.5,,,,,,,,,,,17770,12460,70.1,,,59.43,,,1.00,,,0.5,,,0.0,,,1872,1758,9224
2026/04/01,2026/03/23,2026/03/01,M07,최영주의 러브FM,0900,,,,,0,0,,0,30919,29641,75878,75622,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,19514,18966,2.9,600,589,1.9,3.1,2150,1862,15.5,11.0,0,0,0.0,11.9,,,12995,9805,75.5,75.1,0.4,32.51,31.65,0.9,0.51,0.58,-0.1,2.9,1.9,1.0,,,,81646,,,2952,,,3.6,,,,,,,,,,,49914,36427,73.0,,,60.28,,,1.65,,,1.4,,,0.0,,,5140,4969,25948
2026/04/01,2026/03/23,2026/03/01,M10,DJ래피의 드라이브 뮤직,0700,,,,,0,0,,0,27104,26144,64402,63946,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,18157,17864,1.6,449,466,-3.6,2.5,1670,1416,17.9,9.2,0,0,0.0,10.3,,,10903,8201,75.2,75.5,-0.3,35.82,35.77,0.0,1.50,1.07,0.4,2.5,2.1,0.4,,,,68681,,,2299,,,3.3,,,,,,,,,,,37715,27154,72.0,,,61.56,,,2.71,,,1.5,,,0.0,,,4574,4381,22893
2026/04/01,2026/03/23,2026/03/01,M11,DJ래피의 드라이브 뮤직,1600,,,,,0,0,,0,19327,18962,54839,54668,0,0,,,0,0,,,0,0,0.0,,,,0,0,,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,11036,11057,-0.2,525,522,0.6,4.8,1471,1246,18.1,13.3,0,0,0.0,13.9,,,6177,4206,68.1,70.8,-2.7,20.80,21.32,-0.5,0.19,0.35,-0.2,3.0,2.3,0.7,,,,59731,,,2767,,,4.6,,,,,,,,,,,32572,22010,67.6,,,49.30,,,0.65,,,1.4,,,0.0,,,3072,3058,16395
2026/04/01,2026/03/23,2026/03/01,P00,,,,,,,8947,8748,2.3,9399,29187,27794,83778,82816,421,248,69.8,4.7,1397,1687,-17.2,15.6,0,0,0.0,24.9,23.7,1.2,4486,3351,74.7,71.5,3.2,35.75,37.35,-1.6,33.74,33.54,0.2,13.36,9.59,3.8,3.63,5.76,-2.1,0.9,0.2,0.7,,,,29242,29181,0.2,1542,1650,-6.5,5.3,1779,1606,10.8,6.1,0,0,0.0,17.1,,,12906,9463,73.3,74.3,-1.0,39.54,40.41,-0.9,1.52,1.25,0.3,0.5,0.3,0.2,,,,84878,,,7870,,,9.3,,,,,,,,,,,34493,23643,68.5,,,57.24,,,1.95,,,0.6,,,0.0,,,7659,7463,28253
