DATE,DATE_WEEK,DATE_MON,PGM_CODE,PGM_NAME,STIME,schedule_title,guestname,daily_corner,weekly_corner,dau_today,dau_pw,dau_wow,dau_yday,wau_today,wau_pw,mau_today,mau_pw,new_today,new_pw,new_wow,new_pct,react_today,react_pw,react_wow,react_pct,react_rate,react_rate_pw,react_rate_diff,churn_rate,churn_rate_pw,churn_diff,dau_1min,dau_10min,deep_rate,deep_rate_pw,deep_rate_diff,d1_ret,d1_ret_pw,d1_diff,d7_ret,d7_ret_pw,d7_diff,new_d1_ret,new_d1_ret_pw,new_d1_diff,new_d7_ret,new_d7_ret_pw,new_d7_diff,engage_rate,engage_rate_pw,engage_diff,habit_rate,habit_rate_pw,habit_diff,dau_week,dau_week_pw,dau_week_wow,new_week,new_week_pw,new_week_wow,new_week_pct,react_week,react_week_pw,react_week_wow,react_week_pct,react_rate_week,react_rate_week_pw,react_rate_week_diff,churn_week,churn_week_pw,churn_week_diff,wau_1min,wau_10min,deep_rate_week,deep_rate_week_pw,deep_rate_week_diff,w1_ret,w1_ret_pw,w1_diff,new_w1_ret,new_w1_ret_pw,new_w1_diff,engage_week,engage_week_pw,engage_week_diff,habit_week,habit_week_pw,habit_week_diff,dau_mon,dau_mon_pw,dau_mon_wow,new_mon,new_mon_pw,new_mon_wow,new_mon_pct,react_mon,react_mon_pw,react_mon_wow,react_mon_pct,react_rate_mon,react_rate_mon_pw,react_rate_mon_diff,churn_mon,churn_mon_pw,churn_mon_diff,mau_1min,mau_10min,deep_rate_mon,deep_rate_mon_pw,deep_rate_mon_diff,m1_ret,m1_ret_pw,m1_diff,new_m1_ret,new_m1_ret_pw,new_m1_diff,engage_mon,engage_mon_pw,engage_mon_diff,habit_mon,habit_mon_pw,habit_mon_diff,dau_week_avg,dau_mon_avg,wau_mon_avg
2026/03/01,,2026/02/01,F00,,,,,,,71811,70134,2.4,85968,,,,,2365,2589,-8.7,3.3,,,,,,,,,,,59467,52285,87.9,87.9,0.0,42.36,,,44.33,,,16.16,,,7.42,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,118409,115782,
2026/03/01,,2026/02/01,F01,딘딘의 뮤직하이,2300,,,,,5967,6291,-5.2,5938,,,,,184,357,-48.5,3.1,,,,,,,,,,,4813,3992,82.9,83.3,-0.4,34.71,,,31.12,,,6.98,,,3.36,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6953,6825,
2026/03/01,,2026/02/01,F02,애프터 클럽,0100,,,,,3631,3599,0.9,3877,,,,,98,96,2.1,2.7,,,,,,,,,,,2735,2276,83.2,83.6,-0.4,33.35,,,31.79,,,0.78,,,4.17,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3981,3918,
2026/03/01,,2026/02/01,F03,파워 스테이션,0300,,,,,2780,2752,1.0,3194,,,,,77,54,42.6,2.8,,,,,,,,,,,2254,1918,85.1,85.2,-0.1,33.59,,,33.39,,,1.89,,,3.70,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3308,3274,
2026/03/01,,2026/02/01,F04,이인권의 펀펀투데이,0500,,,,,7027,6768,3.8,9689,,,,,112,85,31.8,1.6,,,,,,,,,,,6000,4989,83.2,83.1,0.1,32.19,,,39.23,,,13.59,,,9.41,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,14201,13730,
2026/03/01,,2026/02/01,F05,김영철의 파워FM,0700,,,,,17376,16508,5.3,25342,,,,,278,198,40.4,1.6,,,,,,,,,,,14934,12381,82.9,82.6,0.3,29.69,,,38.8,,,8.55,,,7.58,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,46111,44951,
2026/03/01,,2026/02/01,F06,아름다운 이 아침 봉태규입니다,0900,,,,,22278,21301,4.6,28412,,,,,359,304,18.1,1.6,,,,,,,,,,,19271,16357,84.9,84.8,0.1,30.3,,,35.89,,,7.21,,,8.55,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,36971,36195,
2026/03/01,,2026/02/01,F07,박하선의 씨네타운,1100,,,,,14333,13911,3.0,18429,,,,,256,215,19.1,1.8,,,,,,,,,,,12472,9971,79.9,80.8,-0.9,25.07,,,29.61,,,4.38,,,5.58,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,25355,24790,
2026/03/01,,2026/02/01,F08,12시엔 주현영,1200,,,,,17007,16866,0.8,22229,,,,,377,349,8.0,2.2,,,,,,,,,,,14211,11480,80.8,80.3,0.5,24.68,,,27.43,,,8.28,,,6.02,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,31090,30440,
2026/03/01,,2026/02/01,F09,두시탈출 컬투쇼,1400,,,,,20661,20072,2.9,25795,,,,,481,499,-3.6,2.3,,,,,,,,,,,18186,15391,84.6,85.1,-0.5,25.99,,,28.35,,,8.89,,,5.61,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,37498,36380,
2026/03/01,,2026/02/01,F10,황제파워,1600,,,,,17306,16985,1.9,20764,,,,,386,467,-17.3,2.2,,,,,,,,,,,14950,12363,82.7,83.0,-0.3,27.14,,,28.82,,,10.12,,,3.21,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,33697,32530,
2026/03/01,,2026/02/01,F11,박소현의 러브게임,1800,,,,,13303,13122,1.4,14660,,,,,358,469,-23.7,2.7,,,,,,,,,,,11437,9436,82.5,81.9,0.6,29.5,,,30.13,,,10.26,,,3.84,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,24258,23308,
2026/03/01,,2026/02/01,F12,웬디의 영스트리트,2000,,,,,8914,8910,0.0,9587,,,,,270,344,-21.5,3.0,,,,,,,,,,,7127,5618,78.8,78.9,-0.1,28.67,,,27.42,,,8.06,,,3.49,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,12399,12010,
2026/03/01,,2026/02/01,F13,배성재의 텐,2200,,,,,5219,5206,0.2,5542,,,,,154,184,-16.3,3.0,,,,,,,,,,,4185,3300,78.9,78.9,0.0,30.33,,,27.76,,,6.81,,,4.89,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6656,6461,
2026/03/01,,2026/02/01,G00,,,,,,,17355,16825,3.2,20186,,,,,761,763,-0.3,4.4,,,,,,,,,,,10057,7880,78.4,79.3,-0.9,31.46,,,31.84,,,8.46,,,4.19,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,24063,23634,
2026/03/01,,2026/02/01,L00,,,,,,,63270,60386,4.8,73118,,,,,2151,1995,7.8,3.4,,,,,,,,,,,37247,29488,79.2,80.0,-0.8,41.9,,,43.11,,,16.16,,,8.32,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,94335,92011,
2026/03/01,,2026/02/01,L01,YESTERDAY 20,0000,,,,,5315,5197,2.3,5882,,,,,99,93,6.5,1.9,,,,,,,,,,,4010,3246,80.9,80.0,0.9,32.25,,,32.58,,,1.89,,,2.15,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5737,5671,
2026/03/01,,2026/02/01,L02,Love20(재),0200,,,,,3434,3342,2.8,3873,,,,,59,41,43.9,1.7,,,,,,,,,,,2808,2406,85.7,87.2,-1.5,30.54,,,32.56,,,1.30,,,4.88,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3612,3609,
2026/03/01,,2026/02/01,L03,OLDIES 20(재),0400,,,,,4146,3962,4.6,5293,,,,,54,47,14.9,1.3,,,,,,,,,,,2838,2237,78.8,80.1,-1.3,27.81,,,32.69,,,11.36,,,0.00,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6827,6655,
2026/03/01,,2026/02/01,L04,,,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,
2026/03/01,,2026/02/01,L05,고현준의 뉴스 브리핑,0600,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,13160,12113,
2026/03/01,,2026/02/01,L06,김태현의 정치쇼,0700,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,25535,23871,
2026/03/01,,2026/02/01,L07,이숙영의 러브FM,0900,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,17703,16453,
2026/03/01,,2026/02/01,L08,박연미의 목돈연구소,1100,,,,,9427,8710,8.2,11567,,,,,222,135,64.4,2.4,,,,,,,,,,,6552,4996,76.3,76.0,0.3,20.66,,,24.12,,,4.88,,,2.22,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,15059,14651,
2026/03/01,,2026/02/01,L09,유민상의 배고픈 라디오,1200,,,,,12368,11783,5.0,15219,,,,,328,245,33.9,2.7,,,,,,,,,,,7973,5824,73.0,73.9,-0.9,20.51,,,22.79,,,6.42,,,5.31,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,18915,18511,
2026/03/01,,2026/02/01,L10,그대의 오후 정엽입니다,1400,,,,,12422,11983,3.7,14435,,,,,364,363,0.3,2.9,,,,,,,,,,,7047,4814,68.3,69.9,-1.6,19.09,,,19.84,,,7.47,,,2.20,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,17266,16909,
2026/03/01,,2026/02/01,L11,인생은 오디션,1600,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7536,6973,
2026/03/01,,2026/02/01,L12,6시 저녁바람 김창완입니다,1800,,,,,8894,8643,2.9,9342,,,,,278,234,18.8,3.1,,,,,,,,,,,5857,4357,74.4,76.1,-1.7,22.7,,,23.85,,,3.18,,,4.27,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,13535,13043,
2026/03/01,,2026/02/01,L13,편상욱의 뉴스직격,1700,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7443,6854,
2026/03/01,,2026/02/01,L14,김윤상의 뮤직투나잇,2000,,,,,7299,7368,-0.9,7510,,,,,218,213,2.3,3.0,,,,,,,,,,,4892,3563,72.8,75.2,-2.4,24.51,,,24.73,,,4.23,,,2.82,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9372,9088,
2026/03/01,,2026/02/01,L15,음악이 흐르는 밤 박은경입니다,2200,,,,,7650,8112,-5.7,7637,,,,,247,337,-26.7,3.2,,,,,,,,,,,5495,4551,82.8,83.7,-0.9,34.37,,,32.58,,,7.35,,,2.08,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8811,8673,
2026/03/01,,2026/02/01,M05,김선재의 책하고놀자,0600,,,,,5074,4767,6.4,7017,,,,,65,37,75.7,1.3,,,,,,,,,,,3375,2500,74.1,75.5,-1.4,25.91,,,33.14,,,3.17,,,2.70,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1727,2044,
2026/03/01,,2026/02/01,M07,최영주의 러브FM,0900,,,,,16061,14686,9.4,19062,,,,,305,224,36.2,1.9,,,,,,,,,,,10280,7677,74.7,75.3,-0.6,26.39,,,30.6,,,8.05,,,7.59,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5018,5770,
2026/03/01,,2026/02/01,M10,DJ래피의 드라이브 뮤직,0700,,,,,13191,12143,8.6,17960,,,,,235,147,59.9,1.8,,,,,,,,,,,7967,6114,76.7,78.1,-1.4,27.28,,,34.56,,,8.04,,,4.08,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4450,5219,
2026/03/01,,2026/02/01,M11,DJ래피의 드라이브 뮤직,1600,,,,,10191,9542,6.8,11066,,,,,310,354,-12.4,3.0,,,,,,,,,,,5740,4010,69.9,71.0,-1.1,20.31,,,20.52,,,4.60,,,2.54,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3037,3487,
2026/03/01,,2026/02/01,P00,,,,,,,4399,4171,5.5,4976,,,,,166,143,16.1,3.8,,,,,,,,,,,2107,1575,74.8,72.8,2.0,21.54,,,21.12,,,9.36,,,5.59,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7380,7157,
2026/03/01,,2026/02/01,T00,,,,,,,100738,98880,1.9,119008,,,,,3663,3888,-5.8,3.6,,,,,,,,,,,88344,78365,88.7,88.8,-0.1,47.25,,,48.81,,,16.17,,,7.59,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,162389,158740,
2026/03/02,,2026/02/01,F00,,,,,,,86309,137724,-37.3,71811,,,,,3857,3180,21.3,4.5,,,,,,,,,,,72993,64461,88.3,90.1,-1.8,47.72,54.21,-6.5,34.11,,,15.01,13.09,1.9,7.11,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,118409,115782,
2026/03/02,,2026/02/01,F01,딘딘의 뮤직하이,2300,,,,,6744,7509,-10.2,5967,,,,,246,235,4.7,3.6,,,,,,,,,,,5366,4443,82.8,81.5,1.3,37.59,39.64,-2.0,32.17,,,10.87,7.56,3.3,3.83,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6953,6825,
2026/03/02,,2026/02/01,F02,애프터 클럽,0100,,,,,3810,3716,2.5,3631,,,,,120,105,14.3,3.1,,,,,,,,,,,3094,2647,85.6,88.1,-2.5,36.3,36.87,-0.6,33.61,,,3.06,9.38,-6.3,4.76,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3981,3918,
2026/03/02,,2026/02/01,F03,파워 스테이션,0300,,,,,2979,3362,-11.4,2780,,,,,58,60,-3.3,1.9,,,,,,,,,,,2451,2081,84.9,82.7,2.2,36.98,39.46,-2.5,32.15,,,2.60,11.11,-8.5,0.00,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3308,3274,
2026/03/02,,2026/02/01,F04,이인권의 펀펀투데이,0500,,,,,9044,16906,-46.5,7027,,,,,96,127,-24.4,1.1,,,,,,,,,,,7490,6026,80.5,75.1,5.4,39.7,44.12,-4.4,28.03,,,8.93,16.47,-7.5,15.75,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,14201,13730,
2026/03/02,,2026/02/01,F05,김영철의 파워FM,0700,,,,,24465,57234,-57.3,17376,,,,,324,499,-35.1,1.3,,,,,,,,,,,21542,18071,83.9,85.6,-1.7,39.04,47.7,-8.7,23.88,,,7.19,12.12,-4.9,7.01,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,46111,44951,
2026/03/02,,2026/02/01,F06,아름다운 이 아침 봉태규입니다,0900,,,,,26222,41089,-36.2,22278,,,,,378,420,-10.0,1.4,,,,,,,,,,,23182,19604,84.6,87.5,-2.9,35.34,33.63,1.7,24.89,,,9.47,5.92,3.6,5.48,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,36971,36195,
2026/03/02,,2026/02/01,F07,박하선의 씨네타운,1100,,,,,17424,28907,-39.7,14333,,,,,241,300,-19.7,1.4,,,,,,,,,,,15371,12731,82.8,87.7,-4.9,29.73,28.76,1.0,20.71,,,8.59,7.44,1.1,7.00,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,25355,24790,
2026/03/02,,2026/02/01,F08,12시엔 주현영,1200,,,,,21630,36169,-40.2,17007,,,,,479,556,-13.8,2.2,,,,,,,,,,,18168,14770,81.3,85.7,-4.4,29.92,29.84,0.1,20.69,,,8.22,7.16,1.1,5.76,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,31090,30440,
2026/03/02,,2026/02/01,F09,두시탈출 컬투쇼,1400,,,,,25673,44266,-42.0,20661,,,,,704,731,-3.7,2.7,,,,,,,,,,,23020,19952,86.7,90.1,-3.4,29.48,31.47,-2.0,21.43,,,8.11,6.41,1.7,5.34,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,37498,36380,
2026/03/02,,2026/02/01,F10,황제파워,1600,,,,,21306,42530,-49.9,17306,,,,,443,801,-44.7,2.1,,,,,,,,,,,18613,15481,83.2,83.9,-0.7,30.25,34.82,-4.6,18.91,,,9.33,5.78,3.6,3.50,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,33697,32530,
2026/03/02,,2026/02/01,F11,박소현의 러브게임,1800,,,,,16075,29204,-45.0,13303,,,,,499,423,18.0,3.1,,,,,,,,,,,13803,11270,81.6,81.2,0.4,32.29,38,-5.7,21.05,,,7.82,6.61,1.2,3.55,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,24258,23308,
2026/03/02,,2026/02/01,F12,웬디의 영스트리트,2000,,,,,11801,13960,-15.5,8914,,,,,1482,316,369.0,12.6,,,,,,,,,,,9429,7375,78.2,77.4,0.8,30.48,33.47,-3.0,23.98,,,7.78,4.94,2.8,3.16,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,12399,12010,
2026/03/02,,2026/02/01,F13,배성재의 텐,2200,,,,,5971,7331,-18.6,5219,,,,,208,209,-0.5,3.5,,,,,,,,,,,4872,3947,81.0,77.0,4.0,32.06,35.09,-3.0,25.69,,,8.44,7.61,0.8,5.26,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6656,6461,
2026/03/02,,2026/02/01,G00,,,,,,,18031,25802,-30.1,17355,,,,,967,864,11.9,5.4,,,,,,,,,,,10508,8440,80.3,81.9,-1.6,32.59,36.64,-4.0,24.96,,,9.46,10.22,-0.8,2.78,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,24063,23634,
2026/03/02,,2026/02/01,L00,,,,,,,73456,105015,-30.1,63270,,,,,2864,2432,17.8,3.9,,,,,,,,,,,45125,36894,81.8,85.2,-3.4,45.83,52.03,-6.2,36.34,,,15.48,16.54,-1.1,6.99,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,94335,92011,
2026/03/02,,2026/02/01,L01,YESTERDAY 20,0000,,,,,5213,5241,-0.5,5315,,,,,78,107,-27.1,1.5,,,,,,,,,,,3661,2859,78.1,79.1,-1.0,33.96,34.79,-0.8,33.41,,,6.06,7.53,-1.5,5.61,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5737,5671,
2026/03/02,,2026/02/01,L02,Love20(재),0200,,,,,3173,3279,-3.2,3434,,,,,62,38,63.2,2.0,,,,,,,,,,,2576,2225,86.4,89.0,-2.6,31.07,33.21,-2.1,32.08,,,6.78,2.44,4.3,7.89,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3612,3609,
2026/03/02,,2026/02/01,L03,OLDIES 20(재),0400,,,,,5214,7622,-31.6,4146,,,,,49,76,-35.5,0.9,,,,,,,,,,,3500,2535,72.4,66.5,5.9,33.36,37.05,-3.7,27.8,,,9.26,4.26,5.0,6.58,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6827,6655,
2026/03/02,,2026/02/01,L04,,,,,,,0,0,,0,,,,,0,0,,,,,,,,,,,,,0,0,,,,0,0,0.0,0,,,0,0,0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,
2026/03/02,,2026/02/01,L05,고현준의 뉴스 브리핑,0600,,,,,9169,18721,-51.0,0,,,,,55,100,-45.0,0.6,,,,,,,,,,,7613,6470,85.0,85.7,-0.7,0,0,0.0,28.07,,,0,0,0.0,8.00,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,13160,12113,
2026/03/02,,2026/02/01,L06,김태현의 정치쇼,0700,,,,,18330,35630,-48.6,0,,,,,238,310,-23.2,1.3,,,,,,,,,,,11834,9290,78.5,77.0,1.5,0,0,0.0,23.84,,,0,0,0.0,4.19,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,25535,23871,
2026/03/02,,2026/02/01,L07,이숙영의 러브FM,0900,,,,,18136,23863,-24.0,0,,,,,262,269,-2.6,1.4,,,,,,,,,,,12732,9849,77.4,80.4,-3.0,0,0,0.0,25.55,,,0,0,0.0,4.09,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,17703,16453,
2026/03/02,,2026/02/01,L08,박연미의 목돈연구소,1100,,,,,11939,16650,-28.3,9427,,,,,174,173,0.6,1.5,,,,,,,,,,,9054,7381,81.5,84.3,-2.8,24.23,24.68,-0.4,22.41,,,4.95,2.22,2.7,2.89,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,15059,14651,
2026/03/02,,2026/02/01,L09,유민상의 배고픈 라디오,1200,,,,,15209,21305,-28.6,12368,,,,,373,366,1.9,2.5,,,,,,,,,,,10170,7478,73.5,77.0,-3.5,23.64,24.82,-1.2,19.77,,,6.10,5.31,0.8,3.83,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,18915,18511,
2026/03/02,,2026/02/01,L10,그대의 오후 정엽입니다,1400,,,,,14082,18817,-25.2,12422,,,,,447,399,12.0,3.2,,,,,,,,,,,7940,5406,68.1,77.2,-9.1,20.49,20.12,0.4,17.27,,,6.59,4.13,2.5,2.76,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,17266,16909,
2026/03/02,,2026/02/01,L11,인생은 오디션,1600,,,,,7232,10392,-30.4,0,,,,,171,277,-38.3,2.4,,,,,,,,,,,4402,3156,71.7,77.6,-5.9,0,0,0.0,14.79,,,0,0,0.0,1.81,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7536,6973,
