DATE,DATE_WEEK,DATE_MON,PGM_CODE,PGM_NAME,STIME,program_title,guestname,daily_corner,weekly_corner,view_radio_yn,live_yn,dau,dau_prev,dau_chg,dau_d2,dau_r7,dau_r7_prev,dau_r7_chg,dau_r30,dau_r30_prev,dau_r30_chg,new,new_prev,new_chg,new_share,react,react_prev,react_chg,react_share,react_rate,react_rate_prev,react_rate_diff,churn_rate,churn_rate_prev,churn_rate_diff,dau_1min,dau_1min_prev,dau_1min_chg,dau_10min,dau_10min_prev,dau_10min_chg,real_rate,real_rate_prev,real_rate_diff,deep_rate,deep_rate_prev,deep_rate_diff,d1_ret,d1_ret_prev,d1_ret_diff,d7_ret,d7_ret_prev,d7_ret_diff,new_d1_ret,new_d1_ret_prev,new_d1_ret_diff,new_d7_ret,new_d7_ret_prev,new_d7_ret_diff,engage_rate,engage_rate_prev,engage_rate_diff,habit_rate,habit_rate_prev,habit_rate_diff,wau,wau_prev,wau_chg,new_week,new_week_prev,new_week_chg,new_week_share,react_week,react_week_prev,react_week_chg,react_week_share,react_rate_week,react_rate_week_prev,react_rate_week_diff,churn_rate_week,churn_rate_week_prev,churn_rate_week_diff,wau_1min,wau_1min_prev,wau_1min_chg,wau_10min,wau_10min_prev,wau_10min_chg,real_rate_week,real_rate_week_prev,real_rate_week_diff,deep_rate_week,deep_rate_week_prev,deep_rate_week_diff,w1_ret,w1_ret_prev,w1_ret_diff,new_w1_ret,new_w1_ret_prev,new_w1_ret_diff,engage_rate_week,engage_rate_week_prev,engage_rate_week_diff,habit_rate_week,habit_rate_week_prev,habit_rate_week_diff,mau,mau_prev,mau_chg,new_mon,new_mon_prev,new_mon_chg,new_mon_share,react_mon,react_mon_prev,react_mon_chg,react_mon_share,react_rate_mon,react_rate_mon_prev,react_rate_mon_diff,churn_rate_mon,churn_rate_mon_prev,churn_rate_mon_diff,mau_1min,mau_1min_prev,mau_1min_chg,mau_10min,mau_10min_prev,mau_10min_chg,real_rate_mon,real_rate_mon_prev,real_rate_mon_diff,deep_rate_mon,deep_rate_mon_prev,deep_rate_mon_diff,m1_ret,m1_ret_prev,m1_ret_diff,new_m1_ret,new_m1_ret_prev,new_m1_ret_diff,engage_rate_mon,engage_rate_mon_prev,engage_rate_mon_diff,habit_rate_mon,habit_rate_mon_prev,habit_rate_mon_diff
"2026/05/22","2026/05/11","2026/04/01",F06,"아름다운 이 아침 봉태규입니다",0900,"아름다운 이 아침, 봉태규입니다","김도훈 기자","사연과 신청곡(1~2부), 사연의제목을입력하세요(1부)","오늘의 문자는 커피가 된다(2부), 개인의 취향 타임, 개.취.타(3~4부)",N,"녹음",40388,41479,"-2.6",39508,97601,99254,"-1.7",208294,212508,"-2.0",796,827,"-3.7","2.0",6125,5599,"9.4","15.2","2.7","3.2","-0.5","19.3","20.0","-0.7",36664,37464,"-2.1",31881,32509,"-1.9","90.8","90.3","0.5","87.0","86.8","0.2","60.30","59.12","1.2","56.32","57.50","-1.2","34.62","31.51","3.1","27.93","28.44","-0.5","0.8","0.8","0.0","16.0","15.5","0.5",97976,98746,"-0.8",4033,3595,"12.2","4.1",7356,7263,"1.3","7.5","6.3",0,"6.3","14.3","15.8","-1.5",85246,86433,"-1.4",73920,75140,"-1.6","87.0","87.5","-0.5","86.7","86.9","-0.2","61.35","60.76","0.6","14.19","11.57","2.6","1.7","1.4","0.3","8.8","8.4","0.4",210611,218497,"-3.6",19722,15309,"28.8","9.4",,,,,,,,,,,176595,183117,"-3.6",150216,155244,"-3.2","83.8","83.8","0.0","85.1","84.8","0.3","60.29","76.73","-16.4","12.29","1.69","10.6","2.3","1.9","0.4","3.0","0.1","2.9"
"2026/05/22","2026/05/11","2026/04/01",F07,"박하선의 씨네타운",1100,"박하선의 씨네타운","김초희 감독",,"리메이크 프로젝트",N,"녹음",26727,27342,"-2.2",27035,67364,69397,"-2.9",156721,161697,"-3.1",603,636,"-5.2","2.3",3424,3118,"9.8","12.8","2.0","2.3","-0.3","17.8","17.8","0.0",24433,24998,"-2.3",21672,22116,"-2.0","91.4","91.4","0.0","88.7","88.5","0.2","57.92","57.75","0.2","55.76","56.51","-0.7","36.85","39.91","-3.1","30.19","32.61","-2.4","0.4","0.2","0.2","19.3","18.2","1.1",68075,69235,"-1.7",2907,2887,"0.7","4.3",3799,3791,"0.2","5.6","4.0",0,"4.0","13.9","14.7","-0.8",59144,60251,"-1.8",50263,51218,"-1.9","86.9","87.0","-0.1","85.0","85.0","0.0","56.76","56.41","0.4","15.17","13.17","2.0","0.9","0.9","0.0","10.1","8.7","1.4",158571,166013,"-4.5",14468,10397,"39.2","9.1",,,,,,,,,,,133231,139172,"-4.3",110457,115380,"-4.3","84.0","83.8","0.2","82.9","82.9","0.0","56.09","72.48","-16.4","10.50","1.05","9.5","1.3","1.0","0.3","3.4","0.1","3.3"
"2026/05/22","2026/05/11","2026/04/01",F08,"12시엔 주현영",1200,"12시엔 주현영","박소영, 차준호","별다뉴(4부), 시크릿 주주(1부), 사연과 신청곡","매일이 시트콤(2~3부)",N,"녹음",33647,34278,"-1.8",33654,85367,87883,"-2.9",202291,205126,"-1.4",942,958,"-1.7","2.8",4987,4468,"11.6","14.8","2.2","2.5","-0.3","20.1","21.0","-0.9",29589,30123,"-1.8",25626,26075,"-1.7","87.9","87.9","0.0","86.6","86.6","0.0","56.26","55.21","1.0","52.59","53.96","-1.4","34.27","33.13","1.1","24.74","28.47","-3.7","0.4","0.5","-0.1","14.1","15.2","-1.1",87919,86689,"1.4",4819,4085,"18.0","5.5",5916,5864,"0.9","6.7","4.8",0,"4.8","16.4","18.3","-1.9",73516,72934,"0.8",61026,60634,"0.6","83.6","84.1","-0.5","83.0","83.1","-0.1","56.54","54.04","2.5","13.17","10.01","3.2","1.2","1.2","0.0","7.4","7.5","-0.1",203405,211013,"-3.6",22773,17086,"33.3","11.2",,,,,,,,,,,165401,171951,"-3.8",133244,138922,"-4.1","81.3","81.5","-0.2","80.6","80.8","-0.2","56.38","73.17","-16.8","11.34","1.40","9.9","1.7","1.3","0.4","2.7","0.1","2.6"
"2026/05/22","2026/05/11","2026/04/01",F09,"두시탈출 컬투쇼",1400,"두시탈출 컬투쇼","DJ 강승윤 / 서경석 / 이재율, 남호연","모시는 사연, 사연과 신청곡","깡대균 (1부), 줄교양 (2부), 망구구 (3~4부)",N,"녹음",41275,41719,"-1.1",41972,102601,109366,"-6.2",243546,242666,"0.4",1140,1266,"-10.0","2.8",7629,6831,"11.7","18.5","2.8","3.2","-0.4","23.6","23.6","0.0",38232,38473,"-0.6",34667,34946,"-0.8","92.6","92.2","0.4","90.7","90.8","-0.1","56.64","56.30","0.3","53.72","54.26","-0.5","31.01","33.79","-2.8","22.83","23.10","-0.3","0.5","0.6","-0.1","11.6","11.9","-0.3",109425,105990,"3.2",7901,5727,"38.0","7.2",11792,11723,"0.6","10.8","8.3",0,"8.3","19.5","24.2","-4.7",97278,95304,"2.1",85288,84204,"1.3","88.9","89.9","-1.0","87.7","88.4","-0.7","58.59","53.80","4.8","10.23","6.92","3.3","2.1","1.8","0.3","4.9","6.2","-1.3",243753,243807,"0.0",31905,24501,"30.2","13.1",,,,,,,,,,,213123,211745,"0.7",183112,183454,"-0.2","87.4","86.8","0.6","85.9","86.6","-0.7","58.79","75.04","-16.3","14.46","1.45","13.0","2.6","2.2","0.4","2.7","0.1","2.6"
"2026/05/22","2026/05/11","2026/04/01",F10,"황제파워",1600,"황제성의 황제파워",,,,N,"녹음",37597,37544,"0.1",38297,90844,94804,"-4.2",207607,210263,"-1.3",931,910,"2.3","2.5",6062,5321,"13.9","16.1","2.6","3.0","-0.4","19.7","20.1","-0.4",34270,34184,"0.3",29630,29406,"0.8","91.2","91.1","0.1","86.5","86.0","0.5","55.07","54.10","1.0","52.49","51.74","0.8","36.18","33.62","2.6","26.04","25.54","0.5","1.4","1.2","0.2","13.1","11.9","1.2",94964,94993,"0.0",4636,4262,"8.8","4.9",6553,6703,"-2.2","6.9","5.4",0,"5.4","15.6","18.4","-2.8",82825,82641,"0.2",70411,70500,"-0.1","87.2","87.0","0.2","85.0","85.3","-0.3","59.23","56.15","3.1","12.69","8.58","4.1","2.3","2.2","0.1","7.9","7.4","0.5",210777,210984,"-0.1",23020,17346,"32.7","10.9",,,,,,,,,,,177520,178817,"-0.7",147765,150177,"-1.6","84.2","84.8","-0.6","83.2","84.0","-0.8","59.61","74.77","-15.2","12.00","0.80","11.2","3.2","2.6","0.6","2.9","0.1","2.8"
"2026/05/22","2026/05/11","2026/04/01",F11,"박소현의 러브게임",1800,"박소현의 러브게임","장준, 해지대지",,"우리만의 자유로운 차트",N,"녹음",26719,26574,"0.5",27290,69727,71860,"-3.0",159837,164671,"-2.9",598,591,"1.2","2.2",4454,3994,"11.5","16.7","2.5","2.8","-0.3","20.1","20.8","-0.7",23762,23763,"0.0",19470,19566,"-0.5","88.9","89.4","-0.5","81.9","82.3","-0.4","48.41","47.04","1.4","46.34","45.29","1.1","30.24","26.90","3.3","20.14","18.17","2.0","0.9","0.8","0.1","11.0","13.7","-2.7",73511,71573,"2.7",3570,3080,"15.9","4.9",4272,4139,"3.2","5.8","4.6",0,"4.6","14.4","15.7","-1.3",63668,62025,"2.6",53252,51802,"2.8","86.6","86.7","-0.1","83.6","83.5","0.1","58.50","56.22","2.3","10.91","8.67","2.2","1.7","1.6","0.1","5.7","5.1","0.6",162341,166988,"-2.8",16829,12870,"30.8","10.4",,,,,,,,,,,135174,139445,"-3.1",110975,114918,"-3.4","83.3","83.5","-0.2","82.1","82.4","-0.3","57.02","74.18","-17.2","10.37","1.21","9.2","2.5","1.8","0.7","2.3","0.1","2.2"
"2026/05/22","2026/05/11","2026/04/01",F12,"웬디의 영스트리트",2000,"웬디의 영스트리트","윤산하","사연과 신청곡(1부), Talk To Me(1부), 영스 랩스(4부), 영스 맵스(4부)","선곡, 플리&apos;s(2~3부)",N,"녹음",12836,12477,"2.9",13161,41978,44014,"-4.6",116189,119096,"-2.4",504,448,"12.5","3.9",1985,1683,"17.9","15.5","1.5","1.5","0.0","20.4","21.6","-1.2",10448,10073,"3.7",8232,7904,"4.1","81.4","80.7","0.7","78.8","78.5","0.3","37.57","35.77","1.8","34.90","33.98","0.9","20.30","16.82","3.5","11.83","11.76","0.1","1.1","1.1","0.0","8.9","9.3","-0.4",44618,43371,"2.9",3242,3626,"-10.6","7.3",1865,1658,"12.5","4.2","2.4",0,"2.4","18.5","19.1","-0.6",34759,34027,"2.2",27096,26402,"2.6","77.9","78.5","-0.6","78.0","77.6","0.4","44.93","43.04","1.9","5.71","5.48","0.2","2.1","2.1","0.0","3.1","2.2","0.9",116727,122293,"-4.6",16304,13060,"24.8","14.0",,,,,,,,,,,86930,91012,"-4.5",66826,70249,"-4.9","74.5","74.4","0.1","76.9","77.2","-0.3","46.14","65.19","-19.0","6.13","1.16","5.0","2.6","1.7","0.9","1.2","0.1","1.1"
"2026/05/22","2026/05/11","2026/04/01",F13,"배성재의 텐",2200,"배성재의 텐","정예인","오,좋네 상담소, N들이 사는 세상, 티끌 논쟁","티끌 논쟁",N,"녹음",6792,6387,"6.3",6962,21874,22908,"-4.5",64202,68218,"-5.9",279,221,"26.2","4.1",952,840,"13.3","14.0","1.3","1.4","-0.1","17.6","19.4","-1.8",5588,5303,"5.4",4528,4284,"5.7","82.3","83.0","-0.7","81.0","80.8","0.2","35.71","33.52","2.2","33.38","32.39","1.0","18.52","15.87","2.7","11.31","11.00","0.3","0.6","0.8","-0.2","13.2","10.4","2.8",23132,22062,"4.8",1457,1357,"7.4","6.3",782,701,"11.6","3.4","1.7",0,"1.7","16.4","18.1","-1.7",18087,17238,"4.9",14426,13731,"5.1","78.2","78.1","0.1","79.8","79.7","0.1","42.41","39.22","3.2","8.92","6.40","2.5","1.7","1.5","0.2","4.3","3.5","0.8",67092,68560,"-2.1",7234,6049,"19.6","10.8",,,,,,,,,,,48036,51606,"-6.9",36950,39752,"-7.0","71.6","75.3","-3.7","76.9","77.0","-0.1","42.62","59.60","-17.0","6.63","1.01","5.6","1.8","1.4","0.4","1.5","0.1","1.4"
"2026/05/22","2026/05/11","2026/04/01",G00,,,,,,,,,20228,20493,"-1.3",19737,60967,63352,"-3.8",167337,190501,"-12.2",724,999,"-27.5","3.6",4506,3997,"12.7","22.3","2.3","2.5","-0.2","30.8","31.2","-0.4",12597,12478,"1.0",9929,9817,"1.1","62.3","60.9","1.4","78.8","78.7","0.1","44.59","43.07","1.5","39.17","39.87","-0.7","9.67","9.52","0.2","2.80","4.25","-1.5","0.2","0.3","-0.1","0.0","0.0","0.0",64294,61868,"3.9",6515,5439,"19.8","10.1",6612,6221,"6.3","10.3","5.8",0,"5.8","24.2","25.5","-1.3",34136,33471,"2.0",26482,26313,"0.6","53.1","54.1","-1.0","77.6","78.6","-1.0","47.41","45.40","2.0","1.77","1.67","0.1","0.6","0.7","-0.1","0.0","0.0","0.0",182331,195873,"-6.9",30879,28223,"9.4","16.9",,,,,,,,,,,89405,99523,"-10.2",66878,75516,"-11.4","49.0","50.8","-1.8","74.8","75.9","-1.1","46.86","66.86","-20.0","10.73","2.61","8.1","0.9","0.4","0.5","0.4","0.1","0.3"
"2026/05/22","2026/05/11","2026/04/01",L00,,,,,,,,,111021,114007,"-2.6",111395,240224,248438,"-3.3",465692,466451,"-0.2",2707,2861,"-5.4","2.4",28421,26938,"5.5","25.6","5.6","7.4","-1.8","29.5","29.7","-0.2",67773,68524,"-1.1",56887,57621,"-1.3","61.0","60.1","0.9","83.9","84.1","-0.2","62.72","62.58","0.1","58.33","59.94","-1.6","23.08","23.97","-0.9","15.80","16.39","-0.6","2.1","1.9","0.2","3.5","3.3","0.2",249972,242730,"3.0",19273,17722,"8.8","7.7",49345,46981,"5.0","19.7","21.8",0,"21.8","26.0","28.3","-2.3",144379,140447,"2.8",115784,112538,"2.9","57.8","57.9","-0.1","80.2","80.1","0.1","68.61","66.03","2.6","8.36","7.29","1.1","3.2","3.1","0.1","1.7","1.8","-0.1",465627,463475,"0.5",87060,71514,"21.7","18.7",,,,,,,,,,,283117,284316,"-0.4",213429,217387,"-1.8","60.8","61.3","-0.5","75.4","76.5","-1.1","65.77","80.67","-14.9","23.32","6.79","16.5","4.2","2.8","1.4","2.0","0.3","1.7"
"2026/05/22","2026/05/11","2026/04/01",L01,"YESTERDAY 20",0000,"YESTERDAY 20",,,,N,"녹음",5456,5450,"0.1",5404,17607,17464,"0.8",47509,48742,"-2.5",118,107,"10.3","2.2",406,367,"10.6","7.4","0.7","0.8","-0.1","22.6","23.5","-0.9",3907,3833,"1.9",3194,3172,"0.7","71.6","70.3","1.3","81.8","82.8","-1.0","42.12","40.59","1.5","35.27","36.03","-0.8","17.07","14.29","2.8","9.35","7.94","1.4","2.6","2.3","0.3","13.1","6.5","6.6",17318,17268,"0.3",720,831,"-13.4","4.2",500,447,"11.9","2.9","1.5",0,"1.5","17.8","17.8","0.0",11454,11232,"2.0",9186,9012,"1.9","66.1","65.0","1.1","80.2","80.2","0.0","45.33","44.29","1.0","5.90","7.42","-1.5","3.2","2.9","0.3","2.2","2.3","-0.1",48324,49849,"-3.1",4111,3233,"27.2","8.5",,,,,,,,,,,31194,33104,"-5.8",23899,25593,"-6.6","64.6","66.4","-1.8","76.6","77.3","-0.7","44.21","62.79","-18.6","6.74","2.92","3.8","3.1","1.7","1.4","0.9","0.0","0.9"
"2026/05/22","2026/05/11","2026/04/01",L02,"Love20(재)",0200,"Love 20",,,,N,"녹음",3467,3521,"-1.5",3498,11189,11424,"-2.1",30754,31688,"-2.9",81,69,"17.4","2.3",376,326,"15.3","10.8","1.1","1.1","0.0","22.3","22.4","-0.1",2880,2890,"-0.3",2558,2518,"1.6","83.1","82.1","1.0","88.8","87.1","1.7","42.05","41.24","0.8","35.39","35.26","0.1","5.26","14.81","-9.5","14.49","15.38","-0.9","1.3","1.4","-0.1","8.6","10.5","-1.9",11269,11258,"0.1",556,615,"-9.6","4.9",382,399,"-4.3","3.4","1.8",0,"1.8","17.7","17.2","0.5",8660,8644,"0.2",7381,7334,"0.6","76.8","76.8","0.0","85.2","84.8","0.4","44.83","44.39","0.4","5.85","7.68","-1.8","2.5","2.4","0.1","2.7","1.6","1.1",31439,32345,"-2.8",2845,2077,"37.0","9.0",,,,,,,,,,,23079,24119,"-4.3",19280,20336,"-5.2","73.4","74.6","-1.2","83.5","84.3","-0.8","43.61","61.50","-17.9","6.88","1.27","5.6","2.5","1.2","1.3","0.9","0.0","0.9"
"2026/05/22","2026/05/11","2026/04/01",L03,"OLDIES 20(재)",0400,"OLDIES 20",,,,N,"녹음",8917,9189,"-3.0",8621,23978,24050,"-0.3",56063,53774,"4.3",109,115,"-5.2","1.2",1028,852,"20.7","11.5","1.6","1.8","-0.2","17.8","16.8","1.0",5865,6040,"-2.9",3804,3863,"-1.5","65.8","65.7","0.1","64.9","64.0","0.9","48.72","48.91","-0.2","43.87","45.02","-1.2","11.52","22.64","-11.1","19.13","15.18","3.9","0.8","0.7","0.1","7.6","5.8","1.8",24800,23630,"5.0",739,680,"8.7","3.0",769,719,"7.0","3.1","2.3",0,"2.3","11.5","12.1","-0.6",16108,15250,"5.6",11291,10618,"6.3","65.0","64.5","0.5","70.1","69.6","0.5","55.95","54.00","2.0","7.06","6.62","0.4","1.2","1.3","-0.1","2.8","2.5","0.3",54373,52374,"3.8",3679,2320,"58.6","6.8",,,,,,,,,,,35754,35067,"2.0",24740,24731,"0.0","65.8","67.0","-1.2","69.2","70.5","-1.3","54.32","70.45","-16.1","8.41","2.00","6.4","1.5","0.7","0.8","1.1","0.1","1.0"
"2026/05/22","2026/05/11","2026/04/01",L04,,,,,,,,,0,0,,0,0,0,,0,0,,0,0,,,0,0,,,0,0,"0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,,0,0,,,0,0,,,0,0,"0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,,0,0,,,,,,,,,,,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0"
"2026/05/22","2026/05/11","2026/04/01",L05,"고현준의 뉴스 브리핑",0600,"고현준의 뉴스 브리핑","이태연, 허남설, 박정호","헤이, 고뉴브(1부), 뉴스브리핑 아침 배송(3부)"," 꼬리에 꼬리를 무는 뉴스 (2부)",Y,"생방송",21419,22000,"-2.6",21191,38353,38840,"-1.3",77340,75850,"2.0",145,153,"-5.2","0.7",2302,2054,"12.1","10.7","2.7","3.5","-0.8","14.9","14.8","0.1",17619,17902,"-1.6",14960,15179,"-1.4","82.3","81.4","0.9","84.9","84.8","0.1","65.38","65.19","0.2","60.90","61.81","-0.9","20.55","24.84","-4.3","16.99","20.65","-3.7","0.6","0.8","-0.2",0,0,"0.0",42410,41216,"2.9",715,649,"10.2","1.7",1376,1417,"-2.9","3.2","3.6",0,"3.6","8.8","9.2","-0.4",31527,30651,"2.9",27215,26386,"3.1","74.3","74.4","-0.1","86.3","86.1","0.2","67.93","66.64","1.3","8.47","7.95","0.5","1.0","1.0","0.0","3.8","3.7","0.1",76194,71984,"5.8",3958,2950,"34.2","5.2",,,,,,,,,,,53199,51479,"3.3",42931,41678,"3.0","69.8","71.5","-1.7","80.7","81.0","-0.3","63.35","80.18","-16.8","12.34","2.58","9.8","1.6","1.1","0.5","1.2","0.1","1.1"
"2026/05/22","2026/05/11","2026/04/01",L06,"김태현의 정치쇼",0700,"김태현의 정치쇼","김태원, 김도형, 김수민, 송영훈",,,Y,"생방송",39541,41925,"-5.7",40223,80602,81089,"-0.6",167142,167875,"-0.4",364,465,"-21.7","0.9",5770,5644,"2.2","14.6","3.1","4.3","-1.2","20.1","20.1","0.0",23387,23802,"-1.7",17388,17768,"-2.1","59.1","56.8","2.3","74.3","74.6","-0.3","56.65","56.97","-0.3","51.90","54.73","-2.8","18.22","20.04","-1.8","15.70","19.95","-4.2","1.1","0.7","0.4",0,0,"0.0",89767,86812,"3.4",2112,1939,"8.9","2.4",4703,4936,"-4.7","5.2","5.5",0,"5.5","12.3","13.2","-0.9",47667,45823,"4.0",35101,33996,"3.3","53.1","52.8","0.3","73.6","74.2","-0.6","65.30","63.65","1.6","8.20","7.60","0.6","1.1","1.1","0.0","2.5","2.2","0.3",167079,161569,"3.4",11957,8973,"33.3","7.2",,,,,,,,,,,89111,87805,"1.5",58953,59604,"-1.1","53.3","54.3","-1.0","66.2","67.9","-1.7","63.78","78.39","-14.6","14.01","3.35","10.7","1.7","1.0","0.7","0.9","0.1","0.8"
"2026/05/22","2026/05/11","2026/04/01",L07,"이숙영의 러브FM",0900,"이숙영의 러브FM","이재익","내 안의 그대 (2부)","내 안의 그대(참여)(2부), 이우석의 오늘의 메뉴(3부), 이러엠 커피타임(1부), 추가열 : 추억의 가요 열전(참여)(4부)",Y,"생방송",25736,26310,"-2.2",25526,55707,57345,"-2.9",141483,137806,"2.7",400,407,"-1.7","1.6",4216,3625,"16.3","16.4","2.7","3.0","-0.3","22.1","23.4","-1.3",18445,18718,"-1.5",14839,15015,"-1.2","71.7","71.1","0.6","80.4","80.2","0.2","49.84","48.92","0.9","46.29","47.58","-1.3","19.00","17.10","1.9","16.46","16.28","0.2","1.7","1.5","0.2",0,0,"0.0",64598,65459,"-1.3",1965,1845,"6.5","3.0",2908,3106,"-6.4","4.5","3.5",0,"3.5","14.1","15.1","-1.0",40929,41333,"-1.0",31982,32136,"-0.5","63.4","63.1","0.3","78.1","77.7","0.4","53.88","53.71","0.2","7.75","7.13","0.6","1.8","1.8","0.0","3.2","3.3","-0.1",136617,137612,"-0.7",10926,7888,"38.5","8.0",,,,,,,,,,,84467,86063,"-1.9",61138,62652,"-2.4","61.8","62.5","-0.7","72.4","72.8","-0.4","56.08","72.16","-16.1","10.80","1.24","9.6","2.3","1.6","0.7","1.0","0.0","1.0"
"2026/05/22","2026/05/11","2026/04/01",L08,"박연미의 목돈연구소",1100,"박연미의 목돈연구소","김소현 / 홍춘욱",,"돈터뷰(2부), 1타 경제이슈(1부)",Y,"생방송",17157,17489,"-1.9",17344,48752,49877,"-2.3",122233,125141,"-2.3",276,285,"-3.2","1.6",2586,2402,"7.7","15.1","1.9","2.2","-0.3","21.4","21.6","-0.2",13764,14013,"-1.8",11648,11862,"-1.8","80.2","80.1","0.1","84.6","84.6","0.0","48.58","47.47","1.1","45.54","46.41","-0.9","24.16","22.78","1.4","17.89","16.92","1.0","1.1","1.0","0.1","7.3","7.4","-0.1",49472,49496,"0.0",1640,1768,"-7.2","3.3",2558,2474,"3.4","5.2","3.3",0,"3.3","14.1","14.9","-0.8",34427,33985,"1.3",28446,27818,"2.3","69.6","68.7","0.9","82.6","81.9","0.7","51.52","50.51","1.0","6.17","6.73","-0.6","1.4","1.5","-0.1","3.9","3.3","0.6",121677,126043,"-3.5",9413,7134,"31.9","7.7",,,,,,,,,,,77698,81299,"-4.4",59122,62359,"-5.2","63.9","64.5","-0.6","76.1","76.7","-0.6","52.01","68.52","-16.5","9.76","1.25","8.5","2.2","1.1","1.1","1.1","0.0","1.1"
"2026/05/22","2026/05/11","2026/04/01",L09,"유민상의 배고픈 라디오",1200,"유민상의 배고픈 라디오"," 정모","배고픈 자들이여, 내게 오라","정모의 레트로 차트쇼, 배고픈 자들이여, 내게 오라!, 유배라 놀이동산",N,"녹음",21705,22084,"-1.7",21738,66794,68306,"-2.2",170955,170602,"0.2",437,468,"-6.6","2.0",3639,3233,"12.6","16.8","1.9","2.1","-0.2","24.1","24.8","-0.7",14452,14644,"-1.3",11197,11316,"-1.1","66.6","66.3","0.3","77.5","77.3","0.2","42.47","41.58","0.9","39.07","40.06","-1.0","15.43","18.71","-3.3","11.54","14.71","-3.2","1.2","1.2","0.0","4.9","5.3","-0.4",68854,67546,"1.9",3198,2767,"15.6","4.6",4012,3991,"0.5","5.8","3.7",0,"3.7","16.6","18.9","-2.3",41325,40615,"1.7",31334,30714,"2.0","60.0","60.1","-0.1","75.8","75.6","0.2","50.05","47.50","2.5","6.22","4.56","1.7","2.8","2.6","0.2","2.3","2.2","0.1",169157,169514,"-0.2",16689,12549,"33.0","9.9",,,,,,,,,,,101566,104109,"-2.4",73471,76085,"-3.4","60.0","61.4","-1.4","72.3","73.1","-0.8","53.77","69.40","-15.6","10.44","2.06","8.4","3.3","2.2","1.1","0.7","0.0","0.7"
"2026/05/22","2026/05/11","2026/04/01",L10,"그대의 오후 정엽입니다",1400,"그대의 오후, 정엽입니다",,,"키워드 선곡, 추억, 사랑만큼..",N,"녹음",19838,20038,"-1.0",20009,65852,73236,"-10.1",186237,181052,"2.9",490,605,"-19.0","2.5",3943,3470,"13.6","19.9","1.9","2.0","-0.1","28.4","27.6","0.8",11192,11203,"-0.1",8616,8764,"-1.7","56.4","55.9","0.5","77.0","78.2","-1.2","36.24","36.35","-0.1","33.58","33.85","-0.3","14.03","15.71","-1.7","7.93","7.49","0.4","1.1","1.1","0.0","3.8","3.6","0.2",73478,68485,"7.3",4890,3354,"45.8","6.7",5965,5468,"9.1","8.1","5.0",0,"5.0","19.5","24.4","-4.9",34886,33662,"3.6",25585,24592,"4.0","47.5","49.2","-1.7","73.3","73.1","0.2","46.73","42.00","4.7","5.58","3.53","2.1","1.7","1.6","0.1","1.3","1.7","-0.4",182501,176544,"3.4",20275,15276,"32.7","11.1",,,,,,,,,,,94194,95757,"-1.6",65389,67379,"-3.0","51.6","54.2","-2.6","69.4","70.4","-1.0","53.21","67.06","-13.8","11.25","2.00","9.3","1.9","1.1","0.8","0.6","0.0","0.6"
"2026/05/22","2026/05/11","2026/04/01",L11,"인생은 오디션",1600,"인생은 오디션",,,"인생 한 소절, 주제파악",Y,"생방송",10387,10486,"-0.9",10037,27510,29121,"-5.5",89559,90691,"-1.2",241,260,"-7.3","2.3",1437,1219,"17.9","13.8","1.4","1.4","0.0","23.1","22.9","0.2",6043,6049,"-0.1",4454,4466,"-0.3","58.2","57.7","0.5","73.7","73.8","-0.1","32.95","31.75","1.2","28.52","28.63","-0.1","13.81","13.79","0.0","8.46","11.52","-3.1","1.7","1.6","0.1",0,0,"0.0",34117,32563,"4.8",1239,1076,"15.1","3.6",955,856,"11.6","2.8","1.6",0,"1.6","14.2","16.7","-2.5",17638,16983,"3.9",12221,11732,"4.2","51.7","52.2","-0.5","69.3","69.1","0.2","40.35","36.74","3.6","6.60","3.37","3.2","2.0","1.9","0.1","2.9","2.7","0.2",91202,85670,"6.5",7069,4871,"45.1","7.8",,,,,,,,,,,48999,48940,"0.1",31038,33953,"-8.6","53.7","57.1","-3.4","63.3","69.4","-6.1","48.62","62.14","-13.5","6.75","1.02","5.7","2.4","1.3","1.1","0.6","0.0","0.6"
